GameType,Season,Team,G,Date,Home,Opp,W.L,Tm.Pts,Opp.Pts,Tm.FGM,Tm.FGA,Tm.FG_Perc,Tm.3PM,Tm.3PA,Tm.3P_Perc,Tm.FTM,Tm.FTA,Tm.FT_Perc,Tm.ORB,Tm.TRB,Tm.AST,Tm.STL,Tm.BLK,Tm.TOV,Tm.PF,Home.Attendance,Referee1,Referee2,Referee3,Referee4
RegularSeason,2013,POR,28,12/28/12,0,LAL,L,87,104,36,87,0.414,3,19,0.158,12,16,0.75,13,44,24,7,5,9,23,18997,Courtney Kirkland,Rodney Mott,Haywoode Workman,NA
RegularSeason,2013,POR,29,12/29/12,1,PHI,W,89,85,34,76,0.447,8,23,0.348,13,16,0.813,6,39,19,8,6,11,14,20569,Matt Boland,Marc Davis,Eric Lewis,NA
RegularSeason,2013,POR,30,1/1/13,0,NYK,W,105,100,41,81,0.506,11,33,0.333,12,18,0.667,13,47,22,6,0,16,22,19033,Ed Malloy,Kevin Scott,Gary Zielinski,NA
RegularSeason,2013,POR,31,1/2/13,0,TOR,L,79,102,31,70,0.443,4,22,0.182,13,16,0.813,9,36,19,4,2,18,18,18117,Eric Dalen,Bennett Salvatore,Scott Wall,NA
RegularSeason,2013,POR,32,1/4/13,0,MEM,W,86,84,33,81,0.407,10,27,0.37,10,15,0.667,13,41,22,9,7,15,14,15823,Brent Barnaky,Sean Corbin,Bill Kennedy,NA
RegularSeason,2013,POR,33,1/5/13,0,MIN,W,102,97,37,86,0.43,16,24,0.667,12,13,0.923,11,39,22,3,8,13,22,16220,Dick Bavetta,Dan Crawford,Kevin Fehr,NA
RegularSeason,2013,POR,34,1/7/13,1,ORL,W,125,119,48,94,0.511,8,24,0.333,21,24,0.875,11,44,34,6,4,9,14,19560,Bennie Adams,Scott Foster,Marat Kogut,NA
RegularSeason,2013,POR,35,1/10/13,1,MIA,W,92,90,30,80,0.375,9,27,0.333,23,30,0.767,11,45,18,10,2,14,15,20536,Tony Brothers,Nick Buchert,Gary Zielinski,NA
RegularSeason,2013,POR,36,1/11/13,0,GSW,L,97,103,35,92,0.38,15,43,0.349,12,19,0.632,17,52,18,5,3,13,14,19596,Ron Garretson,Courtney Kirkland,Eli Roe,NA
RegularSeason,2013,POR,37,1/13/13,1,OKC,L,83,87,31,86,0.36,6,21,0.286,15,18,0.833,12,42,17,3,6,12,18,20423,Brian Forte,Leroy Richardson,Bennett Salvatore,NA
RegularSeason,2013,POR,38,1/15/13,0,DEN,L,111,115,42,88,0.477,8,27,0.296,19,23,0.826,9,46,25,5,7,18,20,15521,Joe Crawford,Eric Lewis,J.T. Orr,NA
RegularSeason,2013,POR,39,1/16/13,1,CLE,L,88,93,31,79,0.392,9,29,0.31,17,26,0.654,15,54,19,6,7,19,25,18880,David Jones,Ed Malloy,Brenda Pantoja,NA
RegularSeason,2013,POR,40,1/19/13,1,MIL,L,104,110,34,81,0.42,8,28,0.286,28,32,0.875,8,46,19,8,4,19,25,20487,Dick Bavetta,Dan Crawford,Eric Dalen,NA
RegularSeason,2013,POR,41,1/21/13,1,WAS,L,95,98,37,81,0.457,7,24,0.292,14,18,0.778,10,42,25,5,3,13,17,17336,Matt Boland,Bill Kennedy,Haywoode Workman,NA
RegularSeason,2013,POR,42,1/23/13,1,IND,W,100,80,44,78,0.564,2,11,0.182,10,12,0.833,7,42,29,4,4,15,17,18934,Derrick Collins,Mark Lindsay,Derrick Stafford,NA
RegularSeason,2013,POR,43,1/26/13,1,LAC,W,101,100,35,75,0.467,11,25,0.44,20,21,0.952,9,32,23,10,1,14,19,20672,Bennie Adams,James Capers,Josh Tiven,NA
RegularSeason,2013,POR,44,1/27/13,0,LAC,L,83,96,29,66,0.439,3,15,0.2,22,29,0.759,9,39,28,9,4,19,13,19060,Matt Boland,Mike Callahan,Haywoode Workman,NA
RegularSeason,2013,POR,45,1/29/13,1,DAL,W,106,104,39,86,0.453,10,28,0.357,18,23,0.783,15,46,24,8,5,14,14,18888,David Guthrie,Monty McCutchen,James Williams,NA
RegularSeason,2013,POR,46,2/1/13,0,UTA,L,77,86,29,79,0.367,7,20,0.35,12,16,0.75,12,40,15,6,8,15,22,19512,John Goble,Ed Malloy,Scott Twardoski,NA
RegularSeason,2013,POR,47,2/2/13,1,UTA,W,105,99,38,75,0.507,10,18,0.556,19,28,0.679,10,49,25,2,6,16,17,20376,Kevin Cutler,Violet Palmer,Bill Spooner,NA
RegularSeason,2013,POR,48,2/4/13,0,MIN,W,100,98,41,70,0.586,7,18,0.389,11,16,0.688,8,39,23,5,8,28,24,13446,Brent Barnaky,Tony Brown,Rodney Mott,NA
RegularSeason,2013,POR,49,2/6/13,0,DAL,L,99,105,36,84,0.429,10,30,0.333,17,19,0.895,7,42,20,6,1,6,20,19746,James Capers,Derrick Collins,Olandis Poole,NA
RegularSeason,2013,POR,50,2/8/13,0,HOU,L,103,118,40,88,0.455,8,26,0.308,15,20,0.75,15,40,21,4,4,11,12,15655,Mark Ayotte,Marc Davis,Sean Wright,NA
RegularSeason,2013,POR,51,2/10/13,0,ORL,L,104,110,42,83,0.506,10,27,0.37,10,12,0.833,5,38,31,4,3,14,13,17966,David Guthrie,Rodney Mott,Kevin Scott,NA
RegularSeason,2013,POR,52,2/12/13,0,MIA,L,104,117,39,73,0.534,8,24,0.333,18,20,0.9,4,25,15,3,2,14,18,20032,Bennie Adams,Eric Lewis,Josh Tiven,NA
RegularSeason,2013,POR,53,2/13/13,0,NOH,L,63,99,24,74,0.324,2,17,0.118,13,13,1,6,35,19,4,9,16,12,11656,Curtis Blair,Dan Crawford,Michael Smith,NA
RegularSeason,2013,POR,54,2/19/13,1,PHO,L,98,102,33,80,0.413,6,20,0.3,26,32,0.813,12,37,18,7,1,14,15,20499,Tre Maddox,Violet Palmer,Gary Zielinski,NA
RegularSeason,2013,POR,55,2/22/13,0,LAL,L,107,111,46,94,0.489,8,20,0.4,7,12,0.583,7,42,25,9,2,14,28,18997,Mike Callahan,Pat Fraher,Mark Lindsay,NA
RegularSeason,2013,POR,56,2/24/13,1,BOS,W,92,86,35,79,0.443,7,21,0.333,15,19,0.789,11,47,21,4,2,16,16,20484,Tony Brown,Eric Dalen,Monty McCutchen,NA
RegularSeason,2013,POR,57,2/27/13,1,DEN,L,109,111,38,85,0.447,10,25,0.4,23,27,0.852,13,39,26,9,4,19,24,20077,Dan Crawford,John Goble,Derek Richardson,NA
RegularSeason,2013,POR,58,3/2/13,1,MIN,W,109,94,44,90,0.489,7,20,0.35,14,22,0.636,17,55,32,4,7,13,30,20390,David Guthrie,Michael Smith,Scott Twardoski,NA
RegularSeason,2013,POR,59,3/4/13,1,CHA,W,122,105,49,82,0.598,12,24,0.5,12,17,0.706,11,41,29,3,9,11,16,18330,Bennie Adams,J.T. Orr,Bennett Salvatore,NA
RegularSeason,2013,POR,60,3/6/13,0,MEM,L,85,91,31,76,0.408,6,20,0.3,17,28,0.607,7,38,19,6,4,9,18,16214,Mike Callahan,Haywoode Workman,Sean Wright,NA
RegularSeason,2013,POR,61,3/8/13,0,SAS,W,136,106,53,86,0.616,13,21,0.619,17,21,0.81,8,38,27,8,6,10,17,18581,Scott Foster,John Goble,Kevin Scott,NA
RegularSeason,2013,POR,62,3/10/13,0,NOH,L,96,98,37,76,0.487,11,25,0.44,11,12,0.917,6,30,20,8,1,11,10,15036,Kevin Fehr,Derrick Stafford,Gary Zielinski,NA
RegularSeason,2013,POR,63,3/12/13,1,MEM,L,97,102,32,79,0.405,5,16,0.313,28,29,0.966,14,46,17,6,6,16,23,18754,Marc Davis,Tre Maddox,Zach Zarba,NA
RegularSeason,2013,POR,64,3/14/13,1,NYK,W,105,90,40,78,0.513,10,28,0.357,15,21,0.714,9,44,24,8,6,14,16,20636,Nick Buchert,Ron Garretson,David Jones,NA
RegularSeason,2013,POR,65,3/16/13,1,DET,W,112,101,41,86,0.477,7,19,0.368,23,24,0.958,12,45,25,6,4,9,20,20161,Bill Kennedy,Violet Palmer,Scott Wall,NA
RegularSeason,2013,POR,66,3/18/13,0,PHI,L,100,101,38,90,0.422,12,28,0.429,12,14,0.857,12,46,26,5,6,13,14,15623,James Capers,Derrick Collins,Olandis Poole,NA
RegularSeason,2013,POR,67,3/19/13,0,MIL,L,95,102,36,83,0.434,13,26,0.5,10,13,0.769,13,40,24,6,1,17,14,14397,Kevin Fehr,Kane Fitzgerald,Bill Spooner,NA
RegularSeason,2013,POR,68,3/21/13,0,CHI,W,99,89,41,84,0.488,10,21,0.476,7,10,0.7,8,45,19,4,5,14,16,21946,Dan Crawford,Eric Dalen,David Jones,NA
RegularSeason,2013,POR,69,3/22/13,0,ATL,W,104,93,41,87,0.471,10,18,0.556,12,16,0.75,10,48,22,8,2,9,16,16348,Marc Davis,Courtney Kirkland,Violet Palmer,NA
RegularSeason,2013,POR,70,3/24/13,0,OKC,L,83,103,32,79,0.405,10,26,0.385,9,13,0.692,7,34,22,7,5,17,16,18203,Bennie Adams,Ken Mauer,James Williams,NA
RegularSeason,2013,POR,71,3/27/13,1,BRK,L,93,111,36,82,0.439,8,18,0.444,13,21,0.619,13,40,22,1,5,14,23,20127,James Capers,Leroy Richardson,Eddie F. Rush,NA
RegularSeason,2013,POR,72,3/29/13,1,UTA,L,95,105,33,67,0.493,6,13,0.462,23,32,0.719,6,35,22,3,3,16,18,19527,Kevin Scott,Derrick Stafford,Zach Zarba,NA
RegularSeason,2013,POR,73,3/30/13,0,GSW,L,98,125,33,86,0.384,8,23,0.348,24,29,0.828,11,38,23,6,1,10,18,19596,Ron Garretson,Marat Kogut,Leon Wood,NA
RegularSeason,2013,POR,74,4/1/13,0,UTA,L,102,112,39,67,0.582,13,23,0.565,11,17,0.647,3,30,25,2,2,16,17,18336,Dick Bavetta,David Guthrie,Bennett Salvatore,NA
RegularSeason,2013,POR,75,4/3/13,1,MEM,L,76,94,33,80,0.413,4,29,0.138,6,10,0.6,8,30,21,5,2,16,22,19275,Tony Brothers,Pat Fraher,Courtney Kirkland,NA
RegularSeason,2013,POR,76,4/5/13,1,HOU,L,98,116,38,91,0.418,2,20,0.1,20,24,0.833,14,44,23,8,2,13,21,20400,Mike Callahan,Brian Forte,Ed Malloy,NA
RegularSeason,2013,POR,77,4/7/13,1,DAL,L,91,96,37,80,0.463,4,22,0.182,13,16,0.813,6,39,23,8,3,14,16,20228,David Guthrie,Derek Richardson,Bennett Salvatore,NA
RegularSeason,2013,POR,78,4/10/13,1,LAL,L,106,113,38,85,0.447,12,26,0.462,18,20,0.9,9,31,24,10,0,10,24,20598,Matt Boland,Kane Fitzgerald,Tom Washington,NA
RegularSeason,2013,POR,79,4/12/13,1,OKC,L,90,106,36,88,0.409,6,20,0.3,12,18,0.667,10,36,20,4,1,11,15,20577,Dan Crawford,Eli Roe,Eddie F. Rush,NA
RegularSeason,2013,POR,80,4/14/13,0,DEN,L,109,118,38,82,0.463,12,32,0.375,21,26,0.808,12,37,26,5,3,21,21,19155,Derrick Collins,Kevin Fehr,Monty McCutchen,NA
RegularSeason,2013,POR,81,4/16/13,0,LAC,L,77,93,30,73,0.411,7,21,0.333,10,15,0.667,5,33,18,6,0,14,16,19183,Sean Corbin,Eric Dalen,Ron Garretson,NA
RegularSeason,2013,POR,82,4/17/13,1,GSW,L,88,99,35,82,0.427,6,12,0.5,12,14,0.857,6,42,18,2,5,14,13,20261,Violet Palmer,Bill Spooner,Leon Wood,NA
RegularSeason,2014,POR,1,10/30/13,0,PHO,L,91,104,33,81,0.407,8,26,0.308,17,24,0.708,11,39,19,5,5,13,14,17208,Marc Davis,Courtney Kirkland,Scott Twardoski,NA
RegularSeason,2014,POR,2,11/1/13,0,DEN,W,113,98,44,103,0.427,14,22,0.636,11,15,0.733,16,55,25,3,5,7,25,19155,Dan Crawford,Eric Lewis,Kevin Scott,NA
RegularSeason,2014,POR,3,11/2/13,1,SAS,W,115,105,45,81,0.556,8,20,0.4,17,19,0.895,7,39,29,3,7,16,15,20028,Mark Ayotte,Pat Fraher,Ed Malloy,NA
RegularSeason,2014,POR,4,11/5/13,1,HOU,L,101,116,36,87,0.414,10,31,0.323,19,29,0.655,11,30,22,9,6,14,28,17491,Mike Callahan,Kane Fitzgerald,Eli Roe,NA
RegularSeason,2014,POR,5,11/8/13,1,SAC,W,104,91,39,80,0.488,10,23,0.435,16,18,0.889,11,47,28,4,5,17,18,17627,Marat Kogut,Tom Washington,Leon Wood,NA
RegularSeason,2014,POR,6,11/9/13,0,SAC,W,96,85,36,82,0.439,9,20,0.45,15,22,0.682,19,52,25,6,2,12,17,15482,Tony Brown,Nick Buchert,Ken Mauer,NA
RegularSeason,2014,POR,7,11/11/13,1,DET,W,109,103,42,82,0.512,11,23,0.478,14,15,0.933,13,44,23,7,2,15,16,18834,John Goble,Mark Lindsay,Derrick Stafford,NA
RegularSeason,2014,POR,8,11/13/13,1,PHO,W,90,89,35,84,0.417,6,15,0.4,14,23,0.609,14,51,15,5,3,16,13,19537,Eric Dalen,David Jones,Bill Kennedy,NA
RegularSeason,2014,POR,9,11/15/13,0,BOS,W,109,96,40,82,0.488,9,26,0.346,20,22,0.909,8,47,21,9,2,18,20,18624,Derrick Collins,Marc Davis,Haywoode Workman,NA
RegularSeason,2014,POR,10,11/17/13,0,TOR,W,118,110,44,99,0.444,15,32,0.469,15,20,0.75,15,46,25,5,6,15,25,17945,Bill Spooner,Scott Twardoski,Leon Wood,NA
RegularSeason,2014,POR,11,11/18/13,0,BRK,W,108,98,41,76,0.539,8,18,0.444,18,21,0.857,9,46,19,5,5,14,25,17732,Tony Brothers,Kevin Cutler,Brian Forte,NA
RegularSeason,2014,POR,12,11/20/13,0,MIL,W,91,82,35,86,0.407,11,31,0.355,10,15,0.667,16,45,26,10,5,16,14,11789,Lauren Holtkamp,Rodney Mott,Sean Wright,NA
RegularSeason,2014,POR,13,11/22/13,1,CHI,W,98,95,36,88,0.409,12,26,0.462,14,15,0.933,10,39,21,11,3,12,18,20618,Matt Boland,Derrick Collins,Jason Phillips,NA
RegularSeason,2014,POR,14,11/23/13,0,GSW,W,113,101,37,86,0.43,10,21,0.476,29,35,0.829,13,47,27,8,9,15,22,19596,Bill Kennedy,Derek Richardson,Josh Tiven,NA
RegularSeason,2014,POR,15,11/25/13,1,NYK,W,102,91,37,84,0.44,9,25,0.36,19,22,0.864,10,46,19,3,5,8,15,19939,Sean Corbin,Courtney Kirkland,Violet Palmer,NA
RegularSeason,2014,POR,16,11/27/13,0,PHO,L,106,120,39,86,0.453,7,19,0.368,21,24,0.875,15,39,21,4,2,12,20,12731,Tony Brothers,J.T. Orr,Sean Wright,NA
RegularSeason,2014,POR,17,12/1/13,0,LAL,W,114,108,38,87,0.437,9,23,0.391,29,34,0.853,15,52,28,6,1,12,19,18997,Kevin Cutler,Pat Fraher,Ken Mauer,NA
RegularSeason,2014,POR,18,12/2/13,1,IND,W,106,102,36,76,0.474,5,13,0.385,29,33,0.879,6,40,17,3,4,14,20,19023,Dan Crawford,David Guthrie,Derek Richardson,NA
RegularSeason,2014,POR,19,12/4/13,1,OKC,W,111,104,44,98,0.449,8,23,0.348,15,17,0.882,16,47,22,7,7,11,16,18950,Curtis Blair,James Capers,Brian Forte,NA
RegularSeason,2014,POR,20,12/6/13,1,UTA,W,130,98,46,83,0.554,17,23,0.739,21,24,0.875,17,50,26,9,5,21,17,19833,Steve Anderson,Ron Garretson,Eric Lewis,NA
RegularSeason,2014,POR,21,12/7/13,1,DAL,L,106,108,39,87,0.448,9,30,0.3,19,24,0.792,17,50,22,4,3,16,13,20142,Scott Foster,Marat Kogut,Leon Wood,NA
RegularSeason,2014,POR,22,12/9/13,0,UTA,W,105,94,40,85,0.471,6,19,0.316,19,20,0.95,11,44,23,6,6,11,19,17555,Jason Phillips,Michael Smith,Ben Taylor,NA
RegularSeason,2014,POR,23,12/12/13,1,HOU,W,111,104,39,89,0.438,8,27,0.296,25,30,0.833,15,52,22,4,7,14,20,19997,Joe Crawford,Karl Lane,Leroy Richardson,NA
RegularSeason,2014,POR,24,12/14/13,0,PHI,W,139,105,52,93,0.559,21,37,0.568,14,20,0.7,15,46,41,9,8,18,16,10189,Scott Foster,David Jones,Marat Kogut,NA
RegularSeason,2014,POR,25,12/15/13,0,DET,W,111,109,41,99,0.414,7,26,0.269,22,26,0.846,15,47,24,9,3,10,21,13003,Dick Bavetta,Eric Lewis,Ken Mauer,NA
RegularSeason,2014,POR,26,12/17/13,0,CLE,W,119,116,41,92,0.446,15,33,0.455,22,25,0.88,18,56,26,2,5,14,16,15689,Kane Fitzgerald,John Goble,Eli Roe,NA
RegularSeason,2014,POR,27,12/18/13,0,MIN,L,109,120,40,94,0.426,14,40,0.35,15,19,0.789,10,45,19,5,4,13,27,13776,Sean Corbin,Bennett Salvatore,Ben Taylor,NA
RegularSeason,2014,POR,28,12/21/13,1,NOP,W,110,107,43,98,0.439,8,29,0.276,16,18,0.889,17,45,23,3,3,7,21,20027,Brent Barnaky,Ron Garretson,Sean Wright,NA
RegularSeason,2014,POR,29,12/26/13,1,LAC,W,116,112,42,96,0.438,13,36,0.361,19,22,0.864,15,60,29,2,2,16,10,20053,Mike Callahan,John Goble,Violet Palmer,NA
RegularSeason,2014,POR,30,12/28/13,1,MIA,L,107,108,39,77,0.506,11,26,0.423,18,21,0.857,7,41,32,6,6,17,12,20071,Brian Forte,Rodney Mott,Derek Richardson,NA
RegularSeason,2014,POR,31,12/30/13,0,NOP,L,108,110,39,88,0.443,12,32,0.375,18,24,0.75,10,38,25,5,9,9,13,17035,J.T. Orr,Leroy Richardson,Tom Washington,NA
RegularSeason,2014,POR,32,12/31/13,0,OKC,W,98,94,36,91,0.396,8,33,0.242,18,21,0.857,10,43,26,5,3,6,22,18203,Joe Crawford,Karl Lane,Leon Wood,NA
RegularSeason,2014,POR,33,1/2/14,1,CHA,W,134,104,54,93,0.581,21,33,0.636,5,7,0.714,12,52,34,8,2,15,25,20014,Kevin Cutler,Bennett Salvatore,Scott Wall,NA
RegularSeason,2014,POR,34,1/4/14,1,PHI,L,99,101,36,99,0.364,3,22,0.136,24,30,0.8,19,59,26,7,9,18,20,20004,Eric Dalen,Zach Zarba,Gary Zielinski,NA
RegularSeason,2014,POR,35,1/7/14,0,SAC,L,119,123,39,90,0.433,10,27,0.37,31,36,0.861,14,51,24,3,6,16,37,15518,Bennie Adams,Courtney Kirkland,Bill Spooner,NA
RegularSeason,2014,POR,36,1/8/14,1,ORL,W,110,94,45,95,0.474,9,30,0.3,11,13,0.846,11,47,27,6,9,7,16,18949,Steve Anderson,Ken Mauer,Kevin Scott,NA
RegularSeason,2014,POR,37,1/11/14,1,BOS,W,112,104,40,93,0.43,10,21,0.476,22,26,0.846,20,49,29,3,3,11,14,20011,Mark Ayotte,Ron Garretson,Sean Wright,NA
RegularSeason,2014,POR,38,1/15/14,1,CLE,W,108,96,42,88,0.477,11,27,0.407,13,17,0.765,11,48,27,6,3,16,12,19998,Tony Brothers,Pat Fraher,Scott Twardoski,NA
RegularSeason,2014,POR,39,1/17/14,0,SAS,W,109,100,41,86,0.477,8,16,0.5,19,20,0.95,8,47,21,3,4,11,23,18581,Mark Ayotte,Bill Kennedy,Ben Taylor,NA
RegularSeason,2014,POR,40,1/18/14,0,DAL,W,127,111,46,90,0.511,9,26,0.346,26,28,0.929,14,55,26,6,4,15,20,20375,Eric Lewis,Derek Richardson,Bennett Salvatore,NA
RegularSeason,2014,POR,41,1/20/14,0,HOU,L,113,126,44,97,0.454,8,25,0.32,17,22,0.773,14,37,21,12,3,11,23,18135,Marc Davis,Eli Roe,Josh Tiven,NA
RegularSeason,2014,POR,42,1/21/14,0,OKC,L,97,105,40,86,0.465,7,19,0.368,10,16,0.625,13,45,23,4,5,9,12,18203,Nick Buchert,Jason Phillips,Leroy Richardson,NA
RegularSeason,2014,POR,43,1/23/14,1,DEN,W,110,105,38,88,0.432,4,18,0.222,30,34,0.882,16,40,29,7,6,9,21,20066,Derrick Collins,Kevin Cutler,Rodney Mott,NA
RegularSeason,2014,POR,44,1/25/14,1,MIN,W,115,104,46,95,0.484,4,16,0.25,19,24,0.792,13,50,26,7,5,12,23,20006,Dan Crawford,John Goble,James Williams,NA
RegularSeason,2014,POR,45,1/26/14,0,GSW,L,88,103,28,83,0.337,6,21,0.286,26,33,0.788,12,54,16,3,6,14,19,19596,Mike Callahan,Kane Fitzgerald,J.T. Orr,NA
RegularSeason,2014,POR,46,1/28/14,1,MEM,L,81,98,30,87,0.345,4,24,0.167,17,22,0.773,12,40,18,4,2,12,12,19385,Courtney Kirkland,Ken Mauer,Haywoode Workman,NA
RegularSeason,2014,POR,47,2/1/14,1,TOR,W,106,103,35,76,0.461,8,18,0.444,28,35,0.8,11,42,20,5,3,14,24,19996,Derek Richardson,Bill Spooner,Gary Zielinski,NA
RegularSeason,2014,POR,48,2/3/14,0,WAS,L,90,100,37,81,0.457,5,19,0.263,11,12,0.917,7,45,23,3,7,16,17,13259,Pat Fraher,Jason Phillips,Haywoode Workman,NA
RegularSeason,2014,POR,49,2/5/14,0,NYK,W,94,90,30,79,0.38,8,21,0.381,26,33,0.788,12,49,17,5,5,14,16,19812,Dan Crawford,Josh Tiven,James Williams,NA
RegularSeason,2014,POR,50,2/7/14,0,IND,L,113,118,45,104,0.433,7,20,0.35,16,20,0.8,13,47,21,3,5,13,27,18165,Derrick Collins,Marc Davis,Brian Forte,NA
RegularSeason,2014,POR,51,2/8/14,0,MIN,W,117,110,40,83,0.482,8,23,0.348,29,38,0.763,10,47,28,7,7,13,30,17506,Scott Foster,Eli Roe,Scott Wall,NA
RegularSeason,2014,POR,52,2/11/14,1,OKC,L,95,98,32,85,0.376,7,23,0.304,24,27,0.889,13,42,17,8,3,17,14,20018,Bennie Adams,Tre Maddox,Ed Malloy,NA
RegularSeason,2014,POR,53,2/12/14,0,LAC,L,117,122,43,84,0.512,13,31,0.419,18,22,0.818,9,32,26,2,2,16,27,19175,Bennett Salvatore,Kevin Scott,Sean Wright,NA
RegularSeason,2014,POR,54,2/19/14,1,SAS,L,109,111,42,93,0.452,7,22,0.318,18,25,0.72,13,45,18,6,5,14,20,20057,Courtney Kirkland,Tom Washington,Gary Zielinski,NA
RegularSeason,2014,POR,55,2/21/14,1,UTA,W,102,94,39,91,0.429,7,20,0.35,17,17,1,12,45,16,5,9,11,19,19998,Matt Boland,Pat Fraher,Monty McCutchen,NA
RegularSeason,2014,POR,56,2/23/14,1,MIN,W,108,97,40,83,0.482,13,28,0.464,15,16,0.938,12,46,19,4,7,12,23,19458,John Goble,Ken Mauer,Derek Richardson,NA
RegularSeason,2014,POR,57,2/25/14,0,DEN,W,100,95,28,76,0.368,12,31,0.387,32,38,0.842,7,41,17,8,12,13,21,16058,Curtis Blair,Derrick Collins,Zach Zarba,NA
RegularSeason,2014,POR,58,2/26/14,1,BRK,W,124,80,46,86,0.535,13,31,0.419,19,21,0.905,13,53,29,6,6,11,15,20015,Ron Garretson,David Guthrie,Violet Palmer,NA
RegularSeason,2014,POR,59,3/1/14,1,DEN,W,102,96,37,81,0.457,5,27,0.185,23,24,0.958,9,52,20,6,3,14,26,20068,Bennie Adams,Bill Kennedy,Scott Twardoski,NA
RegularSeason,2014,POR,60,3/3/14,1,LAL,L,106,107,43,96,0.448,9,29,0.31,11,19,0.579,20,53,22,8,5,20,13,20013,Tre Maddox,Leroy Richardson,Bill Spooner,NA
RegularSeason,2014,POR,61,3/5/14,1,ATL,W,102,78,35,79,0.443,13,29,0.448,19,21,0.905,7,53,23,4,2,16,21,20043,Tony Brown,Marc Davis,James Williams,NA
RegularSeason,2014,POR,62,3/7/14,0,DAL,L,98,103,38,83,0.458,7,26,0.269,15,21,0.714,14,49,17,5,6,19,29,20251,Mark Ayotte,Scott Foster,Pat Fraher,NA
RegularSeason,2014,POR,63,3/9/14,0,HOU,L,113,118,39,96,0.406,9,25,0.36,26,33,0.788,22,56,24,7,10,20,34,18321,Karl Lane,Scott Wall,Zach Zarba,NA
RegularSeason,2014,POR,64,3/11/14,0,MEM,L,99,109,35,86,0.407,7,17,0.412,22,29,0.759,16,40,18,3,2,8,21,17391,Tony Brown,Marc Davis,Courtney Kirkland,NA
RegularSeason,2014,POR,65,3/12/14,0,SAS,L,90,103,32,83,0.386,4,21,0.19,22,30,0.733,14,48,13,3,2,12,17,18581,David Guthrie,Monty McCutchen,Leroy Richardson,NA
RegularSeason,2014,POR,66,3/14/14,0,NOP,W,111,103,38,78,0.487,14,33,0.424,21,27,0.778,6,37,23,3,6,16,19,16913,James Capers,Kevin Cutler,Mark Lindsay,NA
RegularSeason,2014,POR,67,3/16/14,1,GSW,L,112,113,37,88,0.42,12,28,0.429,26,30,0.867,12,48,25,6,4,12,16,20063,Tony Brothers,Eric Lewis,Kevin Scott,NA
RegularSeason,2014,POR,68,3/18/14,1,MIL,W,120,115,42,97,0.433,12,39,0.308,24,27,0.889,11,47,25,6,5,16,22,19572,Bill Kennedy,Tre Maddox,J.T. Orr,NA
RegularSeason,2014,POR,69,3/20/14,1,WAS,W,116,103,41,81,0.506,14,35,0.4,20,25,0.8,11,43,32,5,1,9,18,19571,Kevin Cutler,Ken Mauer,Scott Wall,NA
RegularSeason,2014,POR,70,3/22/14,0,CHA,L,94,124,34,84,0.405,9,27,0.333,17,22,0.773,8,36,17,4,3,9,18,18706,Matt Boland,Mike Callahan,Kane Fitzgerald,NA
RegularSeason,2014,POR,71,3/24/14,0,MIA,L,91,93,28,74,0.378,11,39,0.282,24,27,0.889,10,44,18,6,2,15,17,20030,Brent Barnaky,Eric Lewis,Jason Phillips,NA
RegularSeason,2014,POR,72,3/25/14,0,ORL,L,85,95,32,86,0.372,7,26,0.269,14,17,0.824,16,50,17,4,4,15,14,17896,Steve Anderson,Sean Corbin,Ron Garretson,NA
RegularSeason,2014,POR,73,3/27/14,0,ATL,W,100,85,37,80,0.463,10,26,0.385,16,21,0.762,13,47,24,4,5,13,20,13228,Bennie Adams,Bill Spooner,James Williams,NA
RegularSeason,2014,POR,74,3/28/14,0,CHI,W,91,74,35,80,0.438,10,22,0.455,11,16,0.688,10,47,19,8,7,9,14,22055,Mark Ayotte,Joe Crawford,Leon Wood,NA
RegularSeason,2014,POR,75,3/30/14,1,MEM,W,105,98,39,75,0.52,5,15,0.333,22,25,0.88,7,39,23,6,3,13,16,19994,Brent Barnaky,Ed Malloy,Gary Zielinski,NA
RegularSeason,2014,POR,76,4/1/14,0,LAL,W,124,112,46,99,0.465,13,29,0.448,19,21,0.905,11,50,32,10,5,10,18,18110,Curtis Blair,Mike Callahan,Sean Wright,NA
RegularSeason,2014,POR,77,4/4/14,1,PHO,L,93,109,35,81,0.432,6,21,0.286,17,27,0.63,13,48,20,5,8,15,23,20089,Tony Brothers,Brian Forte,J.T. Orr,NA
RegularSeason,2014,POR,78,4/6/14,1,NOP,W,100,94,41,87,0.471,5,22,0.227,13,15,0.867,14,50,20,5,6,14,17,20036,Bill Spooner,Leon Wood,Haywoode Workman,NA
RegularSeason,2014,POR,79,4/9/14,1,SAC,W,100,99,38,75,0.507,7,23,0.304,17,22,0.773,5,43,26,4,4,18,19,20002,Kane Fitzgerald,Bill Kennedy,Derek Richardson,NA
RegularSeason,2014,POR,80,4/11/14,0,UTA,W,111,99,40,87,0.46,11,22,0.5,20,24,0.833,9,41,23,7,3,8,12,19248,Pat Fraher,Ron Garretson,Violet Palmer,NA
RegularSeason,2014,POR,81,4/13/14,1,GSW,W,119,117,43,86,0.5,10,24,0.417,23,32,0.719,7,46,26,7,3,14,12,19995,Derrick Collins,Kevin Cutler,Rodney Mott,NA
